-7.134,-1.335,3
7.2245,-4.3829,4
-1.6947,-4.1244,10
6.3837,5.4386,5
-0.83564,-16.691,6
4.9146,-3.673,4
-4.3495,4.3523,3
3.1942,-1.8882,2
1.5255,-2.9028,2
-3.6942,-3.4361,10
4.9559,5.1701,1
-3.4354,4.5991,3
-3.5064,-11.12,6
2.0856,-8.981,2
-6.903,-1.7399,3
-3.036,8.3081,12
-4.2326,9.3985,9
-2.3932,-6.6979,10
6.4026,0.61755,5
2.7015,-4.0284,8
2.2482,-3.3793,2
-6.0779,10.369,9
-3.6958,5.4755,12
1.5367,-3.4042,2
-0.02717,-0.98517,7
-7.5281,3.1687,3
2.2886,-5.3387,2
0.54183,-2.482,12
9.6308,-11.308,8
-6.916,11.977,9
0.62464,4.2163,12
-1.3371,4.4887,3
-4.606,-8.8978,6
5.969,-1.2733,4
2.8632,4.7046,1
1.1272,-3.7981,2
6.0981,-1.3149,5
-8.6276,-0.39252,3
0.092234,5.8713,11
10.123,2.2281,1
2.8011,0.50091,7
-0.77128,5.1497,9
-6.1412,7.4101,9
11.895,-5.6627,4
-2.6444,-6.3501,10
-3.6563,-1.2984,10
9.2121,-4.3091,4
10.467,4.1722,5
-2.1232,11.096,11
5.6658,2.9501,1
3.4537,5.037,1
4.6614,3.1927,7
1.3769,2.4909,7
2.788,7.1829,11
0.48267,-3.5348,2
2.9026,-3.1322,2
1.7642,3.469,12
-3.1091,7.4224,11
-3.2333,-5.4897,10
1.8877,10.68,11
6.3815,-0.35533,5
10.114,1.2148,5
-2.1873,-3.2804,12
2.5745,1.0791,7
2.1684,-2.6742,2
8.9797,-2.07,4
-1.8704,10.602,9
7.7414,4.587,5
-3.2856,-6.4016,10
-6.6289,-2.5677,6
-3.0344,-10.285,10
-5.1242,-8.4618,6
-7.4835,6.8648,9
-3.116,-6.0799,10
-3.5655,-1.067,12
9.9777,-6.2171,8
-2.1742,9.0983,12
-5.4658,3.6462,12
-0.3165,-5.9683,10
5.841,4.5079,1
2.4702,-8.5375,8
-3.114,2.7281,12
1.5249,5.882,12
7.8394,1.9359,4
8.6028,-6.2568,4
-7.472,6.2951,9
-6.214,-5.5785,6
-6.5189,-0.32436,3
5.6023,-7.7118,8
5.2629,7.65,9
11.774,4.5733,5
-5.3677,5.0267,12
5.1271,-2.9844,2
-1.7338,-4.4239,10
5.9049,3.781,5
3.8143,1.6434,1
1.6171,3.8601,1
-4.0214,-7.072,6
-4.3136,10.877,9
1.8271,-9.03,2
1.395,6.747,1
7.2875,3.6163,5
2.3766,2.9044,12
-7.0724,8.2848,9
-3.6455,-3.8667,10
-2.6218,-2.3534,3
-5.948,-8.7569,6
9.2749,-1.3578,4
-0.51702,8.5764,11
-1.4484,-1.6661,10
5.8573,-8.3315,8
-1.9288,-1.7415,10
0.44051,-0.13243,7
-8.1738,-7.1293,6
9.8138,4.1899,5
-3.482,-2.4611,7
-2.6464,-4.8823,10
