65.357,14.809,1
76.863,-15.973,1
54.044,3.6326,1
63.073,2.6236,1
87.679,20.106,1
64.534,7.6032,1
95.609,-11.333,1
61.819,4.3531,1
76.483,26.114,1
70.978,4.2824,1
57.653,-5.1334,1
56.939,10.715,1
82.924,27.434,1
55.789,10.272,1
63.423,-9.2699,1
51.871,18.819,1
78.43,32.992,1
81.986,16.695,1
55.173,20.003,1
96.657,-0.77728,1
63.852,-1.0064,1
64.592,-5.4204,1
80.948,-0.11772,1
46.105,-1.7734,1
70.335,16.995,1
76.1,4.9966,1
70.222,20.34,1
72.315,10.405,1
76.909,6.3561,1
64.531,-14.036,1
67.781,-6.2403,1
51.142,18.06,1
70.303,9.1575,1
71.17,6.6659,1
79.53,10.21,1
76.76,-5.7183,1
56.447,6.4454,1
74.011,-2.1954,1
83.053,-2.8079,1
55.762,14.781,1
79.209,19.682,1
89.045,15.823,1
62.613,24.493,1
73.989,5.9184,1
69.351,-3.5712,1
61.318,5.8434,1
63.409,-1.9368,1
59.554,0.51612,1
49.406,9.711,1
56.161,3.7477,1
47.347,28.072,1
73.616,-4.0695,1
85.922,12.156,1
62.692,0.99748,1
58.76,-0.95923,1
72.304,2.3827,1
71.203,11.049,1
55.929,-15.646,1
64.174,7.5406,1
77.532,-2.0543,1
78.333,-0.29183,1
73.942,18.661,1
59.966,27.633,1
53.56,-15.106,1
68.629,-1.153,1
73.678,8.5907,1
62.04,7.4789,1
82.993,14.479,1
77.218,7.8446,1
65.785,-4.9244,1
73.424,10.121,1
72.069,-9.6033,1
55.616,0.52563,1
53.985,20.228,1
85.42,0.67179,1
71.676,19.389,1
68.403,15.686,1
63.422,9.3784,1
53.431,15.779,1
74.065,8.6192,1
63.995,14.891,1
55.532,14.338,1
91.234,-10.525,1
70.948,13.129,1
71.873,-9.6241,1
56.347,13.717,1
74.998,18.909,1
65.82,4.587,1
71.699,-7.9203,1
74.757,-13.252,1
85.985,15.624,1
53.392,-15.801,1
54.151,9.5458,1
79.911,-0.45834,1
74.807,4.2142,1
61.865,1.2246,1
63.772,3.2221,1
75.776,27.254,1
65.724,17.672,1
88.461,19.506,1
117.28,26.298,2
94.709,-0.52238,2
79.217,40.632,2
110.67,-3.2972,2
44.227,3.9523,2
136.1,30.141,2
105.5,-18.441,2
117.96,-5.9024,2
111.91,15.691,2
89.463,29.53,2
59.496,-6.0096,2
115.18,-21.652,2
62.427,23.886,2
82.598,14.657,2
103.03,2.9858,2
96.152,27.61,2
97.601,22.396,2
141.06,39.383,2
89.981,12.71,2
122.46,-26.919,2
108.04,56.845,2
122.22,-18.015,2
101.56,18.218,2
72.037,12.294,2
90.082,29.369,2
107.26,7.9408,2
95.01,6.7058,2
90.177,24.87,2
31.602,60.343,2
116.13,-15.878,2
90.229,-1.9334,2
110.96,17.081,2
110.17,48.235,2
108.48,40.296,2
125.97,-6.5837,2
123.82,31.636,2
117.36,32.324,2
51.84,5.0038,2
83.338,-16.826,2
118.67,56.282,2
107.08,31.665,2
82.651,19.601,2
111.38,5.106,2
103.29,3.3935,2
86.157,25.837,2
106.61,-7.8891,2
89.151,35.36,2
107.06,7.757,2
118.96,45.011,2
96.674,25.489,2
81.021,-19.34,2
145.91,55.975,2
84.099,-6.8299,2
112.08,-3.6736,2
103.06,13.285,2
132.45,-5.2395,2
88.803,25.549,2
100.33,-13.635,2
130.19,37.088,2
91.537,32.156,2
77.732,2.6271,2
101.02,38.793,2
105.24,53.094,2
113.18,-1.0323,2
135.77,19.224,2
91.35,-14.959,2
71.228,40.234,2
97.567,60.503,2
117.94,62.254,2
68.592,31.495,2
89.965,7.7651,2
57.179,-43.042,2
127.88,12.849,2
107.49,35.693,2
132.94,10.345,2
124.59,0.10543,2
98.168,47.014,2
56.753,-1.4035,2
100.68,-11.485,2
91.486,5.5253,2
108.22,46.895,2
135.73,40.245,2
181.23,-2.6149,2
151.07,-16.068,2
130.79,-15.156,2
82.12,63.291,2
70.593,21.53,2
77.398,-8.0549,2
111.08,38.314,2
84.359,30.456,2
131.56,-8.3928,2
84.275,19.739,2
114.39,7.0126,2
85.669,29.51,2
108.76,82.581,2
109.27,37.563,2
88.959,38.785,2
72.208,20.022,2
79.97,5.2401,2
125.84,-2.4455,2
22.663,4.9045,3
42.154,-2.6258,3
22.813,2.676,3
49.102,-10.459,3
53.659,16.467,3
35.933,11.195,3
39.931,10.023,3
44.952,8.4554,3
55.02,7.8552,3
32.703,6.7963,3
46.746,-6.8433,3
39.422,-9.3936,3
17.271,-25.294,3
22.773,7.4517,3
22.86,-1.4652,3
45.122,-4.7947,3
56.915,7.2283,3
32.325,38.887,3
32.426,-19.049,3
49.285,-20.39,3
54.362,-7.0897,3
40.366,-2.7718,3
46.643,-15.647,3
44.304,-22.275,3
32.466,-16.998,3
41.431,14.03,3
43.36,-13.197,3
58.47,-7.8864,3
49.759,-14.732,3
42.053,15.266,3
31.998,-11.805,3
49.043,-4.8641,3
27.062,-26.093,3
21.814,5.2404,3
52.701,-5.1535,3
32.153,0.11587,3
50.098,33.488,3
49.221,-10.515,3
54.897,19.652,3
39.799,-0.74649,3
50.929,19.872,3
47.743,-8.0889,3
69.644,28.211,3
54.326,-17.059,3
38.269,13.437,3
36.635,8.9909,3
46.62,-5.0233,3
52.732,6.428,3
41.644,24.674,3
35.159,0.77533,3
63.059,13.819,3
43.75,9.8638,3
23.166,-14.057,3
18.824,-11.958,3
47.996,6.506,3
39.738,-14.672,3
56.439,-6.1539,3
45.975,0.5024,3
46.854,-12.675,3
55.143,13.61,3
36.112,3.5915,3
44.905,-5.9023,3
48.326,1.0607,3
52.798,-5.4912,3
65.825,1.5179,3
49.241,20.455,3
36.43,-24.437,3
41.052,-20.12,3
35.478,-1.3901,3
53.213,7.7953,3
44.715,-1.0748,3
23.707,6.7904,3
